Company,Item,Calories,Total Fat (g),Saturated Fat (g),Trans Fat (g),Cholesterol (mg),Sodium  (mg),Carbs (g),Fiber (g),Sugars (g),Protein (g)
Wendy’s,10 Piece Chicken Nuggets,420.0,27,5,0,80,850,24,1,0.0,22
Wendy’s,Crispy Chicken BLT,420.0,23,6,0,50,950,35,2,5.0,20
Wendy’s,Crispy Chicken Sandwich,330.0,16,3,0,30,600,33,2,4.0,14
Wendy’s,Grilled Asiago Ranch Club,530.0,23,7,0,120,1220,36,3,6.0,43
Wendy’s,Grilled Chicken Sandwich,370.0,10,2,0,90,830,38,3,8.0,34
Wendy’s,Grilled Chicken Wrap,270.0,10,3.5,0,55,640,24,2,3.0,20
Wendy’s,Homestyle Asiago Ranch Chicken Club,660.0,34,9,0,100,1650,52,3,7.0,38
Wendy’s,Homestyle Chicken Sandwich,510.0,22,4,0,70,1150,51,3,6.0,28
Wendy’s,S’Awesome Sauce,120.0,12,2,0,0,170,4,1,3.0,1
Wendy’s,Spicy Asiago Ranch Club,670.0,32,9,0,100,1530,55,4,6.0,38
Wendy’s,Spicy Chicken Sandwich,510.0,20,3.5,0,65,1030,54,4,6.0,29
Wendy’s,Spicy Chicken Wrap,370.0,20,5,0,50,850,30,2,2.0,18
Wendy’s,"Apple Pecan Chicken Salad, Full Size",560.0,24,7,0,115,1020,52,7,40.0,38
Wendy’s,"Apple Pecan Chicken Salad, Half Size",340.0,17,4,0,55,550,29,4,22.0,20
Wendy’s,"Berry Burst Chicken Salad, Full Size",460.0,17,4.5,0,105,1090,41,7,29.0,41
Wendy’s,"Berry Burst Chicken Salad, Half Size",290.0,13,2.5,0,50,570,23,5,15.0,23
Wendy’s,Caesar Side Salad,240.0,15,4,0,30,500,19,3,4.0,8
Wendy’s,Garden Side Salad,250.0,18,4,0,20,460,18,2,4.0,7
Wendy’s,"Southwest Avocado Chicken Salad, Full Size",600.0,41,11,0,135,1220,18,7,7.0,42
Wendy’s,"Southwest Avocado Chicken Salad, Half Size",300.0,20,6,0,70,620,10,4,4.0,21
Wendy’s,"Spicy Caesar Chicken Salad, Full Size",720.0,42,12,1,150,1680,44,8,6.0,42
Wendy’s,"Spicy Caesar Chicken Salad, Half Size",410.0,23,6,0.5,75,930,30,5,4.0,23
Wendy’s,"Taco Salad, Full Size",660.0,32,13,1,85,1820,63,10,18.0,32
Wendy’s,"Taco Salad, Half Size",470.0,23,8,0.5,45,1320,49,7,12.0,19
Wendy’s,Apple Bites,35.0,0,0,0,0,0,9,2,7.0,0
Wendy’s,Baconator Fries,490.0,28,9,0,35,550,45,4,2.0,14
Wendy’s,Bacon Cheese Baked Potato,440.0,14,6,0,35,550,64,7,4.0,17
Wendy’s,Cheese Baked Potato,430.0,13,7,0,30,560,65,7,5.0,14
Wendy’s,Chili & Cheese Baked Potato,460.0,11,5,0,35,710,71,8,7.0,19
Wendy’s,"Chili, Large",250.0,7,3,0.5,50,1170,23,5,9.0,23
Wendy’s,"Chili, Small",170.0,5,2,0,35,780,16,4,6.0,15
Wendy’s,Chili Cheese Fries,500.0,25,8,0.5,35,710,53,6,4.0,16
Wendy’s,"Natural-Cut Fries, Junior",230.0,10,2,0,0,15,30,3,0.0,3
Wendy’s,"Natural-Cut Fries, Large",530.0,24,4.5,0,0,520,70,6,0.0,7
Wendy’s,"Natural-Cut Fries, Medium",420.0,19,3.5,0,0,420,56,5,0.0,6
Wendy’s,"Natural-Cut Fries, Small",320.0,15,2.5,0,0,320,43,4,0.0,5
Wendy’s,Plain Baked Potato,270.0,0,0,0,0,25,61,7,3.0,7
Wendy’s,Sour Cream and Chive Baked Potato,310.0,2.5,2.5,0,10,35,63,7,4.0,8
Wendy’s,Summer Berry Burst Fruit Cup,20.0,0,0,0,0,0,5,1,3.0,0
Wendy’s,1% Chocolate Milk,150.0,2.5,1.5,0,10,170,26,0,23.0,7
Wendy’s,1% White Milk,90.0,2,1.5,0,10,105,10,0,10.0,7
Wendy’s,"All-Natural Lemonade, Large",380.0,0,0,0,0,0,100,0,93.0,0
Wendy’s,"All-Natural Lemonade, Medium",330.0,0,0,0,0,0,86,0,81.0,0
Wendy’s,"All-Natural Lemonade, Small",190.0,0,0,0,0,0,50,0,47.0,0
Wendy’s,"Apple Kiwi Fruit Tea, Large",330.0,0,0,0,0,60,83,0,80.0,0
Wendy’s,"Apple Kiwi Fruit Tea, Medium",300.0,0,0,0,0,50,76,0,73.0,0
Wendy’s,"Apple Kiwi Fruit Tea, Small",170.0,0,0,0,0,30,44,0,42.0,0
Wendy’s,"Barq’s Root Beer, Large",450.0,0,0,0,0,180,122,0,122.0,0
Wendy’s,"Barq’s Root Beer, Medium",360.0,0,0,0,0,150,98,0,98.0,0
Wendy’s,"Barq’s Root Beer, Small",220.0,0,0,0,0,90,61,0,61.0,0
Wendy’s,"Brewed Unsweetened Iced Tea, Large",5.0,0,0,0,0,25,2,0,0.0,0
Wendy’s,"Brewed Unsweetened Iced Tea, Medium",0.0,0,0,0,0,15,1,0,0.0,0
Wendy’s,"Brewed Unsweetened Iced Tea, Small",0.0,0,0,0,0,10,1,0,0.0,0
Wendy’s,"Caramel Iced Coffee, Medium",240.0,8,5,0,25,45,40,0,36.0,3
Wendy’s,"Caramel Iced Coffee, Small",160.0,6,3.5,0,20,30,26,0,24.0,2
Wendy’s,"Coca-Cola, Large",400.0,0,0,0,0,90,109,0,109.0,0
Wendy’s,"Coca-Cola, Medium",320.0,0,0,0,0,70,87,0,87.0,0
Wendy’s,"Coca-Cola, Small",200.0,0,0,0,0,45,54,0,54.0,0
Wendy’s,"Coca-Cola Zero Sugar, Large",0.0,0,0,0,0,100,1,0,0.0,0
Wendy’s,"Coca-Cola Zero Sugar, Medium",0.0,0,0,0,0,80,1,0,0.0,0
Wendy’s,"Coca-Cola Zero Sugar, Small",0.0,0,0,0,0,50,0,0,0.0,0
Wendy’s,"Diet Coke, Large",0.0,0,0,0,0,125,1,0,0.0,0
Wendy’s,"Diet Coke, Medium",0.0,0,0,0,0,100,1,0,0.0,0
Wendy’s,"Diet Coke, Small",0.0,0,0,0,0,45,0,0,0.0,0
Wendy’s,"Dr Pepper, Large",240.0,0,0,0,0,70,66,0,64.0,0
Wendy’s,"Dr Pepper, Medium",190.0,0,0,0,0,55,53,0,51.0,0
Wendy’s,"Dr Pepper, Small",120.0,0,0,0,0,35,33,0,32.0,0
Wendy’s,"Fanta Orange, Large",430.0,0,0,0,0,110,117,0,115.0,0
Wendy’s,"Fanta Orange, Medium",340.0,0,0,0,0,85,94,0,92.0,0
Wendy’s,"Fanta Orange, Small",210.0,0,0,0,0,55,59,0,58.0,0
Wendy’s,"Hi-C Flashin’ Fruit Punch, Large",420.0,0,0,0,0,140,115,0,113.0,0
Wendy’s,"Hi-C Flashin’ Fruit Punch, Medium",340.0,0,0,0,0,115,92,0,90.0,0
Wendy’s,"Hi-C Flashin’ Fruit Punch, Small",210.0,0,0,0,0,70,58,0,56.0,0
Wendy’s,"Honest Tropical Green Tea, Large",110.0,0,0,0,0,55,29,0,29.0,0
Wendy’s,"Honest Tropical Green Tea, Medium",90.0,0,0,0,0,40,22,0,22.0,0
Wendy’s,"Honest Tropical Green Tea, Small",60.0,0,0,0,0,25,14,0,14.0,0
Wendy’s,Hot Tea,0.0,0,0,0,0,0,1,0,0.0,0
Wendy’s,"Limeade, Large",460.0,0,0,0,0,55,117,0,111.0,0
Wendy’s,"Limeade, Medium",380.0,0,0,0,0,45,98,0,93.0,0
Wendy’s,"Limeade, Small",230.0,0,0,0,0,30,59,0,56.0,0
Wendy’s,"Minute Maid Light Lemonade, Large",15.0,0,0,0,0,10,2,0,0.0,0
Wendy’s,"Minute Maid Light Lemonade, Medium",10.0,0,0,0,0,10,1,0,0.0,0
Wendy’s,"Minute Maid Light Lemonade, Small",5.0,0,0,0,0,5,1,0,0.0,0
Wendy’s,"Mocha Iced Coffee, Medium",210.0,8,5,0,25,40,32,0,28.0,3
Wendy’s,"Mocha Iced Coffee, Small",170.0,6,3.5,0,20,30,28,0,25.0,2
Wendy’s,"Pear Berry Fruit Tea, Large",320.0,0,0,0,0,60,82,0,76.0,0
Wendy’s,"Pear Berry Fruit Tea, Medium",300.0,0,0,0,0,50,76,0,70.0,0
Wendy’s,"Pear Berry Fruit Tea, Small",170.0,0,0,0,0,30,44,0,40.0,0
Wendy’s,"Skinny Vanilla Iced Coffee, Medium",100.0,8,5,0,25,45,14,0,0.0,3
Wendy’s,"Skinny Vanilla Iced Coffee, Small",70.0,5,3.5,0,15,30,6,0,0.0,2
Wendy’s,"Small Sprite, Small",200.0,0,0,0,0,90,53,0,53.0,0
Wendy’s,"Sprite, Large",390.0,0,0,0,0,180,105,0,105.0,0
Wendy’s,"Sprite, Medium",310.0,0,0,0,0,140,84,0,84.0,0
Wendy’s,"Strawberry Lemonade, Large",480.0,0,0,0,0,55,121,0,114.0,0
Wendy’s,"Strawberry Lemonade, Medium",380.0,0,0,0,0,45,98,0,92.0,0
Wendy’s,"Strawberry Lemonade, Small",230.0,0,0,0,0,30,58,0,54.0,0
Wendy’s,"Strawberry Sweet Tea, Large",270.0,0,0,0,0,15,69,0,67.0,0
Wendy’s,"Strawberry Sweet Tea, Medium",240.0,0,0,0,0,15,60,0,59.0,0
Wendy’s,"Strawberry Sweet Tea, Small",140.0,0,0,0,0,10,36,0,35.0,0
Wendy’s,"Strawberry Tea, Large",90.0,0,0,0,0,20,22,0,20.0,0
Wendy’s,"Strawberry Tea, Medium",60.0,0,0,0,0,15,16,0,14.0,0
Wendy’s,"Strawberry Tea, Small",45.0,0,0,0,0,10,11,0,10.0,0
Wendy’s,"Sweetened Iced Tea, Large",300.0,0,0,0,0,25,77,0,75.0,0
Wendy’s,"Sweetened Iced Tea, Medium",220.0,0,0,0,0,20,58,0,56.0,0
Wendy’s,"Sweetened Iced Tea, Small",160.0,0,0,0,0,10,41,0,40.0,0
Wendy’s,"Vanilla Iced Coffee, Medium",250.0,8,5,0,25,40,42,0,39.0,3
Wendy’s,"Vanilla Iced Coffee, Small",170.0,6,3.5,0,20,30,28,0,26.0,2
Wendy’s,"Classic Chocolate Frosty, Junior",200.0,5,3,0,20,90,33,0,27.0,6
Wendy’s,"Classic Chocolate Frosty, Large",590.0,15,10,0.5,60,260,99,0,81.0,17
Wendy’s,"Classic Chocolate Frosty, Medium",470.0,12,8,0.5,50,210,79,0,65.0,13
Wendy’s,"Classic Chocolate Frosty, Small",350.0,9,6,0,35,150,58,0,47.0,10
Wendy’s,"Vanilla Frosty, Junior",190.0,5,3.5,0,25,90,32,0,27.0,5
Wendy’s,"Vanilla Frosty, Large",570.0,15,10,0.5,70,260,94,0,78.0,15
Wendy’s,"Vanilla Frosty, Medium",450.0,12,8,0.5,55,210,75,0,63.0,12
Wendy’s,"Vanilla Frosty, Small",340.0,9,6,0,45,160,56,0,47.0,9
Wendy’s,Chocolate Chunk Cookie,310.0,16,8,0,20,210,40,2,24.0,3
Wendy’s,Double Chocolate Chunk Cookie,290.0,14,7,0,20,230,39,4,21.0,4
Wendy’s,Sugar Cookie,330.0,16,8,0,25,300,43,1,24.0,3
Wendy’s,Kids 2 Piece Chicken Tenders,200.0,10,1.5,0,45,620,13,0,0.0,15
Wendy’s,Kids 4 Piece Chicken Nuggets,170.0,11,2,0,35,340,10,0,0.0,9
Wendy’s,Kids Cheeseburger,280.0,13,6,0.5,50,540,25,1,5.0,15
Wendy’s,Kids Grilled Chicken Wrap,270.0,10,3.5,0,55,640,24,2,3.0,20
Wendy’s,Kids Hamburger,240.0,9,3.5,0.5,40,350,24,1,5.0,13
Wendy’s,Artisan Egg Sandwich with Bacon,320.0,17,8,0,245,750,25,1,4.0,18
Wendy’s,Artisan Egg Sandwich with Sausage,480.0,33,13,0,275,980,27,1,4.0,21
Wendy’s,Bacon Breakfast Bowl,510.0,28,9,0,245,1390,44,4,2.0,19
Wendy’s,Biggie Breakfast Sandwich,610.0,40,15,0,290,1400,37,2,7.0,27
Wendy’s,Fresh-Baked Biscuit with Applewood Smoked Bacon,410.0,24,13,0,235,970,34,1,5.0,15
Wendy’s,Fresh Baked Biscuit with Natural Sausage,590.0,41,19,0,270,1270,36,1,6.0,20
Wendy’s,Gravy and Sausage Bowl,450.0,22,6,0,220,1260,50,4,2.0,12
Wendy’s,Honey Butter Chicken Biscuit,500.0,26,12,0,50,1120,48,1,9.0,19
Wendy’s,Sausage and Egg Burrito,360.0,20,8,0,210,920,29,1,2.0,17
Wendy’s,Sausage and Gravy Biscuit,490.0,29,14,0,20,1400,49,2,6.0,8
Wendy’s,Sausage Biscuit,480.0,33,15,0,50,1010,35,1,5.0,12
Wendy’s,Sausage Breakfast Bowl,640.0,42,14,0,270,1540,46,4,3.0,21
Wendy’s,"Seasoned Home-Style Potatoes, Large",360.0,13,2.5,0,0,1080,57,6,1.0,5
Wendy’s,"Seasoned Home-Style Potatoes, Medium",250.0,9,1.5,0,0,750,39,4,1.0,4
Wendy’s,"Seasoned Home-Style Potatoes, Small",230.0,8,1.5,0,0,680,35,4,0.0,3
Wendy’s,Two Sausage and Egg Burritos,720.0,41,16,0,420,1830,59,2,5.0,34
Wendy’s,Two Sausage Biscuits,960.0,65,31,0,95,2020,70,3,10.0,23
KFC,Limited Time Cinnabon Dessert  Biscuits,290.0,13,7,0,<5,580,40,2,17.0,4
KFC,Limited Time ORIGINAL RECIPE CHICKEN Chicken Breast,390.0,21,4,0,120,1190,11,2,0.0,39
KFC,Limited Time ORIGINAL RECIPE CHICKEN Chicken Limited Time Drumstick,130.0,8,1.5,0,55,430,4,1,0.0,12
KFC,Limited Time ORIGINAL RECIPE CHICKEN Chicken Thigh,280.0,19,4.5,0,100,910,8,1,0.0,19
KFC,Limited Time ORIGINAL RECIPE CHICKEN Chicken Whole Wing,130.0,8,2,0,55,380,3,0,0.0,10
KFC,Chicken Breast,770.0,60,10,0,105,1530,21,1,1.0,35
KFC,Chicken Drumstick,250.0,21,3.5,0,50,530,6,1,0.0,11
KFC,Chicken Thigh,500.0,40,7,0,100,970,11,1,1.0,22
KFC,Chicken Whole Wing,290.0,25,4,0,45,520,6,1,1.0,10
KFC,Breast,260.0,12,3,0,130,790,1,0,0.0,38
KFC,Drumstick,100.0,6,1.5,0,55,260,0,0,0.0,11
KFC,Thigh,180.0,12,3.5,0,90,470,0,0,0.0,17
KFC,Whole Wing,90.0,6,1.5,0,45,210,1,0,0.0,9
KFC,Breast,540.0,40,7,0,100,1390,14,2,1.0,31
KFC,Drumstick,190.0,14,2.5,0,40,510,6,1,0.0,9
KFC,Thigh,390.0,32,6,0,65,900,12,2,1.0,13
KFC,Whole Wing,180.0,15,2.5,0,35,450,5,1,0.0,8
KFC,EXTRA CRISPY  Chicken Breast,530.0,35,6,0,105,1150,18,0,0.0,35
KFC,EXTRA CRISPY  Chicken Drumstick,170.0,12,2,0,50,390,5,0,0.0,10
KFC,EXTRA CRISPY  Chicken Thigh,330.0,23,4.5,0,100,700,9,0,0.0,22
KFC,EXTRA CRISPY  Chicken Whole Wing,170.0,13,2,0,45,340,5,0,0.0,10
KFC,KENTUCKY GRILLED CHICKEN Breast,210.0,7,2,0,130,710,0,0,0.0,38
KFC,KENTUCKY GRILLED CHICKEN Drumstick,80.0,4,1,0,55,220,0,0,0.0,11
KFC,KENTUCKY GRILLED CHICKEN Thigh,150.0,9,3,0,90,420,0,0,0.0,17
KFC,KENTUCKY GRILLED CHICKEN Whole Wing,70.0,3,1,0,45,180,0,0,0.0,9
KFC,SPICY CRISPY CHICKEN Breast,350.0,20,3.5,0,100,1100,11,1,0.0,30
KFC,SPICY CRISPY CHICKEN Drumstick,130.0,8,1.5,0,40,420,5,1,0.0,9
KFC,SPICY CRISPY CHICKEN Thigh,270.0,20,3.5,0,65,720,10,1,0.0,13
KFC,SPICY CRISPY CHICKEN Whole Wing,120.0,8,1.5,0,35,350,5,0,0.0,7
KFC,EXTRA CRISPY  Tender (each),260.0,14,2,0,50,610,15,<1,0.0,19
KFC,EXTRA CRISPY  Tender (each),220.0,16,2.5,0,25,460,9,<1,0.0,10
KFC,KENTUCKY FRIED WINGS Buffalo,100.0,7,1.5,0,20,310,3,0,0.0,5
KFC,KENTUCKY FRIED WINGS Honey BBQ,100.0,6,1,0,20,210,8,0,4.0,5
KFC,KENTUCKY FRIED WINGS Nashville Hot,130.0,11,2,0,20,230,4,0,0.0,5
KFC,KENTUCKY FRIED WINGS Unsauced,80.0,6,1,0,20,150,3,0,0.0,5
KFC,POPCORN NUGGETS Kids,290.0,19,2.5,0,30,870,19,1,0.0,13
KFC,POPCORN NUGGETS Large,620.0,39,5,0,65,1820,39,2,0.0,27
KFC,BBQ Baked Beans,190.0,1,0,0,0,650,34,7,15.0,11
KFC,Biscuit,180.0,8,4.5,0,0,520,22,1,1.0,4
KFC,Coleslaw,170.0,12,2,0,<5,180,14,4,10.0,1
KFC,Corn on the Cob,70.0,0.5,0,0,0,0,17,2,3.0,2
KFC,Green Beans,25.0,0,0,0,0,300,5,3,1.0,1
KFC,KFC® Cornbread Muffin,210.0,9,1.5,0,35,240,28,<1,11.0,3
KFC,Macaroni & Cheese,140.0,6,1.5,0,<5,590,17,1,2.0,5
KFC,Macaroni Salad,140.0,8,1,0,15,290,14,0,9.0,1
KFC,Mashed Potatoes,110.0,3.5,0.5,0,0,330,17,1,0.0,2
KFC,Mashed Potatoes With Gravy,130.0,4.5,1,0,0,520,20,1,0.0,3
KFC,Potato Salad,340.0,28,4.5,0,25,290,19,2,3.0,2
KFC,Secret Recipe Fries,320.0,15,2,0,0,1100,41,3,0.0,5
KFC,Sweet Kernel Corn,70.0,0.5,0,0,0,0,16,2,2.0,2
KFC,BBQ Baked Beans (Family),830.0,5,1,0,0,2810,148,31,63.0,47
KFC,Coleslaw (Family),640.0,46,7,0,15,670,54,14,37.0,4
KFC,Corn on the Cob (Family),280.0,2,0,0,0,15,67,8,11.0,9
KFC,Green Beans (Family),80.0,0,0,0,0,930,15,9,3.0,4
KFC,Macaroni & Cheese (Family),540.0,23,6,0,10,2220,66,5,8.0,18
KFC,Macaroni Salad (Family),480.0,28,3.5,0,55,990,50,0,30.0,3
KFC,Mashed Potatoes (Family),460.0,15,3,0,0,1410,72,6,0.0,9
KFC,Mashed Potatoes With Gravy (Family),590.0,21,5,0,0,2590,88,6,1.0,12
KFC,Potato Salad (Family),1200.0,98,16,0,80,1010,65,8,12.0,8
KFC,Secret Recipe Fries (Family),840.0,40,5,0,0,2890,108,9,0.0,13
KFC,Sweet Kernel Corn (Family),280.0,2.5,0,0,0,10,67,7,8.0,10
KFC,Chicken Littles,300.0,15,2.5,0,30,620,27,1,3.0,14
KFC,Chicken Littles – Buffalo,310.0,17,2.5,0,30,790,27,1,3.0,14
KFC,Chicken Littles – Honey BBQ,320.0,15,2.5,0,30,680,31,1,7.0,14
KFC,Chicken Littles – Nashville Hot,340.0,19,3,0,30,680,27,1,3.0,14
KFC,Classic Chicken Sandwich,650.0,35,4.5,0,90,1260,49,1,6.0,34
KFC,Crispy Colonel’s Sandwich,470.0,24,3.5,0,60,1170,39,<1,4.0,24
KFC,Crispy Colonel’s Sandwich – Buffalo,500.0,27,4,0,60,1500,39,<1,4.0,24
KFC,Crispy Colonel’s Sandwich – Honey BBQ,510.0,25,3.5,0,60,1290,48,<1,12.0,24
KFC,Crispy Colonel’s Sandwich – Nashville Hot,540.0,32,4.5,0,60,1290,40,<1,5.0,24
KFC,Crispy Twister®,630.0,34,7,0,70,1260,53,4,3.0,28
KFC,Honey BBQ Sandwich,350.0,3.5,0.5,0,55,1350,55,2,22.0,24
KFC,Spicy Chicken Sandwich,620.0,33,4,0,85,2140,49,1,6.0,34
KFC,Chicken Pot Pie,720.0,41,25,0,80,1750,60,7,5.0,26
KFC,KFC® Famous Bowl,740.0,35,6,0,45,2350,81,6,2.0,26
KFC,KFC® Famous Bowl – Snack Size,270.0,14,3.5,0,20,850,27,2,1.0,11
KFC,Caesar Side Salad,40.0,2,1,0,5,90,2,1,1.0,3
KFC,House Side Salad,15.0,0,0,0,0,10,3,2,2.0,1
KFC,Heinz Buttermilk Dressing,160.0,17,2,0,10,220,1,0,1.0,0
KFC,Hidden Valley The Original Ranch Fat Free Dressing,35.0,0,0,0,0,410,8,0,2.0,1
KFC,KFC® Creamy Parmesan Caesar Dressing,260.0,26,5,0,15,540,4,0,2.0,2
KFC,Marzetti Light Italian Dressing,15.0,0.5,0,0,0,510,2,0,1.0,0
KFC,Parmesan Garlic Croutons,60.0,3,0,0,0,135,8,<1,0.0,2
KFC,Apple Turnover,230.0,10,2.5,0,0,140,32,<1,12.0,2
KFC,Café Valley Chocolate Chip Cake (1 Slice),300.0,15,3,0,50,260,39,1,27.0,4
KFC,Café Valley Lemon Cake (1 Slice),220.0,10,2,0,30,170,30,0,20.0,2
KFC,Café Valley Mini Chocolate Chip Cake,300.0,12,2.5,0,40,190,49,1,35.0,3
KFC,Café Valley Mini Lemon Cake,300.0,13,2.5,0,50,230,43,0,31.0,3
KFC,Chocolate Chip Cookie,120.0,6,3,0,<5,70,18,1,12.0,1
KFC,Oreo Cookies and Crème Pie,270.0,13,8,0,<5,210,35,1,24.0,3
KFC,Reese’s Peanut Butter Pie,300.0,17,9,0,<5,270,33,1,22.0,5
KFC,BBQ – Dipping Sauce Cup,45.0,0,0,0,0,150,11,0,11.0,0
KFC,Colonel’s Buttery Spread,35.0,4,1.5,0,0,35,0,0,0.0,0
KFC,Grape Jelly Packet,35.0,0,0,0,0,10,9,0,7.0,0
KFC,Honey Mustard – Dipping Sauce Cup,110.0,9,1.5,0,<5,120,6,0,6.0,0
KFC,Honey Sauce Packet,30.0,0,0,0,0,0,8,0,5.0,0
KFC,Ketchup,30.0,0,0,0,0,250,8,0,6.0,0
KFC,KFC Sauce – Dipping Sauce Cup,90.0,8,1.5,0,10,170,5,0,5.0,0
KFC,Lemon Juice Packet,5.0,0,0,0,0,20,1,0,0.0,0
KFC,Ranch – Dipping Sauce Cup,130.0,14,2.5,0,10,240,2,0,1.0,0
KFC,Strawberry Jam Packet,35.0,0,0,0,0,0,9,0,6.0,0
KFC,Capri Sun® 100% Juice Fruit Punch,80.0,0,0,0,0,25,21,0,20.0,0
KFC,Chocolate Milk 1%,150.0,2.5,1.5,0,10,170,26,0,23.0,7
KFC,Milk 1%,90.0,2,1.5,0,10,105,10,0,10.0,7
KFC,Musselman’s™ Applesauce,45.0,0,0,0,0,0,12,1,8.0,0
KFC,7UP® (12 fl oz),140.0,0,0,0,0,50,35,0,35.0,0
KFC,7UP® (16 fl oz),190.0,0,0,0,0,70,46,0,46.0,0
KFC,7UP® (20 fl oz),240.0,0,0,0,0,85,58,0,58.0,0
KFC,7UP® (30 fl oz),350.0,0,0,0,0,125,87,0,87.0,0
KFC,Classic Lemonade (1/2 Gallon),880.0,0,0,0,0,780,234,0,228.0,0
KFC,Classic Lemonade (20 fl oz),140.0,0,0,0,0,130,39,0,38.0,0
KFC,Code Red Mountain Dew® (12 fl oz),170.0,0,0,0,0,50,46,0,46.0,0
KFC,Code Red Mountain Dew® (16 fl oz),230.0,0,0,0,0,65,62,0,62.0,0
KFC,Code Red Mountain Dew® (20 fl oz),290.0,0,0,0,0,85,77,0,77.0,0
KFC,Code Red Mountain Dew® (30 fl oz),430.0,0,0,0,0,125,116,0,115.0,0
KFC,Diet Dr Pepper® (12 fl oz),0.0,0,0,0,0,70,0,0,0.0,0
KFC,Diet Dr Pepper® (16 fl oz),0.0,0,0,0,0,95,0,0,0.0,0
KFC,Diet Dr Pepper® (20 fl oz),0.0,0,0,0,0,120,0,0,0.0,0
KFC,Diet Dr Pepper® (30 fl oz),0.0,0,0,0,0,180,0,0,0.0,0
KFC,Diet Mist Twst® (12 fl oz),0.0,0,0,0,0,35,0,0,0.0,0
KFC,Diet Mist Twst® (16 fl oz),0.0,0,0,0,0,50,0,0,0.0,0
KFC,Diet Mist Twst® (20 fl oz),0.0,0,0,0,0,60,0,0,0.0,0
KFC,Diet Mist Twst® (30 fl oz),5.0,0,0,0,0,95,0,0,0.0,0
KFC,Diet Mountain Dew® (12 fl oz),0.0,0,0,0,0,55,1,0,0.0,0
KFC,Diet Mountain Dew® (16 fl oz),5.0,0,0,0,0,75,1,0,0.0,0
KFC,Diet Mountain Dew® (20 fl oz),10.0,0,0,0,0,90,1,0,1.0,0
KFC,Diet Mountain Dew® (30 fl oz),10.0,0,0,0,0,140,1,0,1.0,0
KFC,Diet Pepsi® (12 fl oz),0.0,0,0,0,0,55,0,0,0.0,0
KFC,Diet Pepsi® (16 fl oz),0.0,0,0,0,0,75,0,0,0.0,0
KFC,Diet Pepsi® (20 fl oz),0.0,0,0,0,0,95,0,0,0.0,0
KFC,Diet Pepsi® (30 fl oz),0.0,0,0,0,0,140,0,0,0.0,0
KFC,Diet Pepsi® Wild Cherry Pepsi® (12 fl oz),0.0,0,0,0,0,35,0,0,0.0,0
KFC,Diet Pepsi® Wild Cherry Pepsi® (16 fl oz),0.0,0,0,0,0,50,0,0,0.0,0
KFC,Diet Pepsi® Wild Cherry Pepsi® (20 fl oz),0.0,0,0,0,0,60,0,0,0.0,0
KFC,Diet Pepsi® Wild Cherry Pepsi® (30 fl oz),0.0,0,0,0,0,95,0,0,0.0,0
KFC,Dr Pepper® (12 fl oz),140.0,0,0,0,0,45,39,0,38.0,0
KFC,Dr Pepper® (16 fl oz),190.0,0,0,0,0,60,52,0,51.0,0
KFC,Dr Pepper® (20 fl oz),240.0,0,0,0,0,75,65,0,64.0,0
KFC,Dr Pepper® (30 fl oz),360.0,0,0,0,0,110,98,0,96.0,0
KFC,Lipton® Brisk® Lemon Tea (12 fl oz),80.0,0,0,0,0,40,22,0,22.0,0
KFC,Lipton® Brisk® Lemon Tea (16 fl oz),110.0,0,0,0,0,55,29,0,29.0,0
KFC,Lipton® Brisk® Lemon Tea (20 fl oz),140.0,0,0,0,0,70,36,0,36.0,0
KFC,Lipton® Brisk® Lemon Tea (30 fl oz),210.0,0,0,0,0,105,55,0,54.0,0
KFC,Lipton® Brisk® No Calorie Peach Iced Green Tea (12 fl oz),0.0,0,0,0,0,105,0,0,0.0,0
KFC,Lipton® Brisk® No Calorie Peach Iced Green Tea (16 fl oz),0.0,0,0,0,0,140,0,0,0.0,0
KFC,Lipton® Brisk® No Calorie Peach Iced Green Tea (20 fl oz),5.0,0,0,0,0,180,0,0,0.0,0
KFC,Lipton® Brisk® No Calorie Peach Iced Green Tea (30 fl oz),10.0,0,0,0,0,270,0,0,0.0,0
KFC,Lipton® Brisk® Raspberry Tea (12 fl oz),80.0,0,0,0,0,45,20,0,20.0,0
KFC,Lipton® Brisk® Raspberry Tea (16 fl oz),100.0,0,0,0,0,55,26,0,26.0,0
